id,signature,year (map),order,library,category (desc),date (desc),location (desc),extract (desc),description,hsc,catalog,digital copy,additional info,origin,radius,long,lat
lt59,"Graz, Universitätsbibliothek, Cod. 851 (36/7 4°)",1430,Kartäuser,"Graz, Universitätsbibliothek","Sammelhandschrift, Predigten und Traktate",1. Hälfte 15. Jh.,Kartause Seitz,"212a-216b: II, 32, 33, 34 a+b
292r-294r: III, 19, 18, 20, 29, 38, 39",,http://www.handschriftencensus.de/17328,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0514b_b074_jpg.htm,–,–,,,15.39340,46.30990
lt60,"Graz, Universitätsbibliothek, , Ms. 1082 ",1305,Kartäuser,"Graz, Universitätsbibliothek",Sammelhandschrift,14. Jh.,Kartause Seitz,"2r-86v: I, 1-V, 31",,–,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0514b_b220_jpg.htm,http://143.50.26.142/digbib/handschriften/Ms.1000-1199/Ms.1082/index.html,laut Zieger MM zugeschrieben,,,15.39340,46.30990
lt61,"Graz, Universitätsbibliothek, , Ms. 1569",1405,Kartäuser,"Graz, Universitätsbibliothek","Sammelhandschrift, Predigten und Traktate",15. Jh.,Kartause Seitz,"80r-92r: IV, 23; I, 19e, 47; I, 46, 44, 41; III, 2, 4, 4, 4, 33; 
IV, 25; II, 36",,–,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0514b_b361_jpg.htm,–,TB in Katalog versehen mit „et notae miscellaneae“,,,15.39340,46.30990
lt62,"Halle, Universitäts- und Landesbibliothek, Cod. Yc 8°6",1400,Kartäuser,"Halle, Universitäts- und Landesbibliothek","Birgitta von Schweden, Gebete ",14./15. Jh.,Kartause Erfurt,101r-109r: ?,,http://digital.bibliothek.uni-halle.de/hd/content/titleinfo/2821886 ,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0533_a117_jpg.htm,–,"Laut  McAvoy (2016), S. 75 Mechthild-Exzerpt",,,11.02680,50.96980
lt63,"Hildesheim, Gymnasium Andreanum, Hs. 8",1380,Franziskaner,"Hildesheim, Stadtarchiv",MH als Einzeltext,3. Viertel 14. Jh.,"Hildesheim, St. Martin, Franziskaner","1r-62v: I, 6, 5, 8, 30, 21, 45; IV, 25; III, 32, 18; IV, 59; 
III, 30, 42, 43, 23; IV, 20; III, 28; IV, 16, 17; III, 8-13,
14 (gekürzt), 15; III, 2, 4-7; I, 36, 37, 42, 43, 46, 47; 
II, 1, 2, 6, 7, 10, 12, 14-18, 20-23, 24 (gekürzt), 26, 
30, 36, 37, 40-42; III, 33-39, 44; IV, 6-7, 9; V, 18, 21; 
III, 26, 27, 21-31; V, 2; VI, 9 (gekürzt), Stück ohne 
Nachweis; V, 5, 6 (gekürzt), 10, 11, 12 (gekürzt), 
16, 20, 22, 23, 25, 26, 30; III, 45; II, 43",,–,http://bilder.manuscripta-mediaevalia.de/hs/katalogseiten/HSK0057_a036_jpg.htm,–,–,,,9.94410,52.14940
lt64,"Innsbruck, Universitätsbibliothek, Hs. 717",1475,Unbekannt,"Innsbruck, Universitäts- und Landesbibliothek","Sammelhandschrift, devotionale Texte; Ps.-Bonaventura",2. Hälfte 15. Jh.,"ursprüngliche Provenienz unbekannt; 
später Neustift Innsbruck","I, 1a, 5b, d, 7, 11, 18a, c, 26c; III, 5, 23a, 25, 26, 27, 31, 
35, 36; IV, 21, 23, 26, 56, 59c; V, 15, 19; I, 32, 18a, 16a
8v und 9r: Mechthild zugeschriebene Texte",,–,"Walter Neuhauser u.a., Katalog der Handschriften der Universitäts- und 
Landesbibliothek Tirol in Innsbruck, Teil 8: Cod. 701-800, S. 109-112.",–,–,,150.00,11.37480,47.39280
lt65,"Karlsruhe, Badische Landesbibliothek, Aug. Pap. 36",1430,Benediktiner,"Karlsruhe, Badische Landesbibliothek",Gebetbuch,1432 (MH-Teil Ende 14. Jh./Anfang 15. Jh.),"Reichenau, Benediktiner","18r: IV, 56; V, 6; I, 18d 
28v: I, 47 
161r: I, 43",,–,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0721_c061_jpg.htm,https://digital.blb-karlsruhe.de/blbhs/Handschriften/content/pageview/3514641,–,,,9.04440,47.70670
lt66,"Koblenz, Landeshauptarchiv, Best. 701 Nr. 138",1420,Sonstiges,"Koblenz, Landeshauptarchiv",Theologisch-aszetische Sammelhandschrift,1. Viertel 15. Jh.,"Frankfurt, Karmeliter","121ra–133ra: I, la, 12, 13, 14, 5b, c, d, 7, 8b, 
10a+b, 11, 12, 13a, 15, 16a, 18a, b, c, 
19a, e, 20, 22a+b, 23, 24; IV, 60; III, 1;
I, 25b, 26a, c, 34a, 29, 30, 38, 31a, 
34b+c; III, 39; I, 35, 37, 42, 43, 44, 47; 
II, 1, 2, 3, 10, 17, 21, 22, 25, 29a, 33, 34b, 
40, 41; III, 2, 4 , 6a+b, 8, 10, 14, 16, 17, 18, 
19, 20, 21, 22, 23a, 24, 25, 26, 27, 29, 31, 
32, 33, 36, 34, 35, 44, 45, 46, 48, 50, 51; 
IV 1, 5,7, 9, 16, 17, 23, 25, 26, 28, 30, 33, 
36, 37, 38, 45, 47, 51, 52, 53, 58, 28, 54; V, 28; IV, 
56, 58, 59a-d V, 1, 16, 17, 18a, 27; IV, 15; 
V, 18b, 19, 23, 30",,http://www.handschriftencensus.de/15496,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0517_b210_jpg.htm,–,–,,,8.67810,50.10890
lt67,"Koblenz, Landeshauptarchiv, Best. 701 Nr. 169",1390,,"Koblenz, Landeshauptarchiv","Etymachia', Matthäus von Krakau, Epistularium",1395,Heidelberg,"38v–87v: I, la, 12, 13, 14, 5b, c, d, 7, 8b, 
10a+b, 11, 12, 13a, 15, 16a, 18a, b, c, 
19a, e, 20, 22a+b, 23, 24; IV, 60; III, 1;
I, 25b, 26a, c, 34a, 29, 30, 38, 31a, 
34b+c; III, 39; I, 35, 37, 42, 43, 44, 47; 
II, 1, 2, 3, 10, 17, 21, 22, 25, 29a, 33, 34b, 
40, 41; III, 2, 4 , 6a+b, 8, 10, 14, 16, 17, 18, 
19, 20, 21, 22, 23a, 24, 25, 26, 27, 29, 31, 
32, 33, 36, 34, 35, 44, 45, 46, 48, 50, 51; 
IV 1, 5,7, 9, 16, 17, 23, 25, 26, 28, 30, 33, 
36, 37, 38, 45, 47, 51, 52, 53, 58, 28, 54; V, 28; IV, 
56, 58, 59a-d V, 1, 16, 17, 18a, 27; IV, 15; 
V, 18b, 19, 23, 30",,http://www.handschriftencensus.de/15500,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0517_b363_jpg.htm,–,–,,5.00,8.67020,49.40480
lt68,"Köln, Historisches Archiv der Stadt, Best. 7004 (GB 4°) 37",1420,Sonstiges,"Köln, Historisches Archiv der Stadt","David von Augsburg, Heinrich Seuse, Thomas von Aquin",1. Hälfte 15. Jh. ,"Köln, Kreuzbrüderkonvent","118r: IV, 9",,–,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0038_b024_JPG.htm,–,–,,5.00,6.95560,50.94120
lt69,"Köln, Historisches Archiv der Stadt, Best. 7004 (GB 4°) 54",1390,Sonstiges,"Köln, Historisches Archiv der Stadt","Ps.-Augustinus, Ps.-Bernhard, Ps.-Origenes, 
Varia ascetica",Ende 14. Jh.,"Köln, Kreuzbrüderkonvent",43r–57r: Exzerpte,,–,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0038_b046_JPG.htm,–,–,,5.00,6.95560,50.94120
lt70,"Köln, Historisches Archiv der Stadt, Best. 7004 (GB 4°) 83",1480,Benediktiner,"Köln, Historisches Archiv der Stadt","David von Augsburg, Johannes Rode, Jean Gerson",3. Viertel 15. Jh.,"St. Martin, Köln, Benediktiner","133r–v: III, 29",,–,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0038_b090_JPG.htm,–,,,,6.96130,50.93850
lt71,"Köln, Historisches Archiv der Stadt, Best. 7004 (GB 4°) 253",1405,Sonstiges,"Köln, Historisches Archiv der Stadt",Sammelhandschrift; Viten und Mirakel,15. Jh.,"Köln, Kreuzbrüderkonvent","140r-181r:.I, la, 12, 13, 14, 5b, c, d, 7, 8b, 
10a+b, 11, 12, 13a, 15, 16a, 18a, b, c, 
19a, e, 20, 22a+b, 23, 24; IV, 60; III, 1;
I, 25b, 26a, c, 34a, 29, 30, 38, 31a, 
34b+c; III, 39; I, 35, 37, 42, 43, 44, 47; 
II, 1, 2, 3, 10, 17, 21, 22, 25, 29a, 33, 34b, 
40, 41; III, 2, 4 , 6a+b, 8, 10, 14, 16, 17, 18, 
19, 20, 21, 22, 23a, 24, 25, 26, 27, 29, 31, 
32, 33, 36, 34, 35, 44, 45, 46, 48, 50, 51; 
IV 1, 5,7, 9, 16, 17, 23, 25, 26, 28, 30, 33, 
36, 37, 38, 45, 47, 51, 52, 53, 58, 28, 54, 
56, 58, 59a-d V, 1, 16, 17, 18a, 27; IV, 15; 
V, 18b, 19, 23, 30; III, 52; IV, 6; V, 20",,–,"http://digital.ub.uni-duesseldorf.de/ihd/content/pageview/4051993
http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0089_b043_jpg.htm",–,"Angaben nach Bromberg (dort auch mit 
Blattangaben), ergänzt durch Zieger; 
laut Zieger entspricht der Auszug genau 
Namur, Hs. 160",,5.00,6.95560,50.94120
lt72,"Köln, Historisches Archiv der Stadt, Best. 7004 (GB 4°) 257",1490,Sonstiges,"Köln, Historisches Archiv der Stadt",theol. Sammelhandschrift,um 1490,"Köln, Kreuzbrüderkonvent",Buch I-V,,–,http://digital.ub.uni-duesseldorf.de/ihd/content/pageview/4051995,–,"enger Bezug zu Düsseldorf, Landes- und 
Staatsbibl., Ms. B 193 (Kreuzherrenkonvent 
Marienfrede)",,5.00,6.95560,50.94120
lt73,"Köln, Historisches Archiv der Stadt, Best. 7008 (GB 8°) 55",1405,Sonstiges,"Köln, Historisches Archiv der Stadt","lat.-mndl. Sammelhandschrift; theol. Kurztexte 
und Exzerpte",15. Jh.,"Köln, Kreuzbrüderkonvent","31r-v: IV, 59b; I, 7, 11, 17 
49v: III, 16 (Teil)",,http://handschriftencensus.de/12999,http://digital.ub.uni-duesseldorf.de/ihd/content/pageview/4052011,–,–,,5.00,6.95560,50.94120
lt74,"Köln, Historisches Archiv der Stadt, Best. 7010 (W) 128",1520,Sonstiges,"Köln, Historisches Archiv der Stadt",‚komplett‘,1.Viertel 16 Jh.,"Köln, Karmelitenkonvent",1r–123r: I-IV ,,–,http://digital.ub.uni-duesseldorf.de/ihd/content/pageview/4052095,–,–,,,6.95680,50.93050
lt75,"Leipzig, Universitätsbibliothek, Ms 671",1320,Zisterzienser,"Leipzig, Universitätsbibliothek",MH als Einzeltext,1. Viertel 14. Jh.,"Altzelle, Zisterzienser","I, 1-VI, 9 (+ Sach- und Personenverzeichnis)",,–,–,https://digital.ub.uni-leipzig.de/mirador/index.php#edb91508-c88d-41d4-baea-f6384ea8c03e,Enthält Sach- und Personenverzeichnis,,,13.27570,51.06060
lt76a,"Leipzig, Universitätsbibliothek, Ms 1515",1480,Kartäuser,"Leipzig, Universitätsbibliothek",Gebet- und Andachtsbuch,um  1485,"Kartause Seitz; später: Kartause 
Freudenthal",74r–112r: Exzerpte,,–,http://www.manuscripta-mediaevalia.de/#|6,–,–,,,15.39340,46.30990
lt76b,"Leipzig, Universitätsbibliothek, Ms 1515",1556,Kartäuser,"Leipzig, Universitätsbibliothek",Gebet- und Andachtsbuch,um 1485,"Kartause Seitz; später: Kartause 
Freudenthal",74r–112r: Exzerpte,,–,http://www.manuscripta-mediaevalia.de/#|6,–,–,,,14.33230,45.94660
lt77,"London, British Museum, Add. Ms. 41490",1305,Unbekannt,"Leipzig, Universitätsbibliothek",Sammelhandschrift,14. Jh.,Südfrankreich?,13va-56va: I-V (?),,–,–,–,"“Meltilde”
aus Helfta wird “Sielpede""",,300.00,3.06450,44.98070
lt78,"London, British Museum, Sloane Ms.  982",1405,Unbekannt,"London, British Library","Sammelhandschrift, theol. Traktate, Birgitten-Vita",15. Jh.,–,"54r-60v: I, 5c+d, 7a, 18a-d, 3, 9b, 11, 30",,–,http://hviewer.bl.uk/IamsHViewer/Default.aspx?mdark=ark:/81055/vdc_100000000040.0x00011c,–,–,,150.00,-0.99730,52.60900
lt79,"Mainz, Stadtbibliothek, Hs. I 33",1415,Kartäuser,"Mainz, Stadtbibliothek",Theologisch-kanonistische Sammelhandschrift,1.Viertel 15. Jh. (1414),Kartause Mainz,278ra-296vb: Exzerpte,,–,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0088_a074_jpg.htm,–,gleicher Text wie Hs. I 158,,,8.28660,49.98870
lt80,"Mainz, Stadtbibliothek, Hs. I 82",1490,Kartäuser,"Mainz, Stadtbibliothek",Devotionale,1490/91,Kartause Mainz,"112ra-156v; Auszüge aus den Büchern I-V; 
dabei wohl auch Auszüge von Buch VI (Gertrud)",,http://www.handschriftencensus.de/12688,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0088_a151_jpg.htm,–,"am Rand Nachtrag mit ausgelassenen Kapiteln; 
Eigentum und geschrieben vom Kartäuser 
Johannes Steinbach; bei Zieger falsche 
Blattangaben; auf f. 155 wohl Auszüge 
von Buch VI",,,8.28660,49.98870
lt81,"Mainz, Stadtbibliothek, Hs. I 158",1410,Kartäuser,"Mainz, Stadtbibliothek",Theologische Sammelhandschrift,1. Hälfte 15. Jh. (MH-Teil),Kartause Mainz,193r-219v: Exzerpte,,–,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0515_a053_jpg.htm,–,gleicher Text wie Hs. I 33,,,8.28660,49.98870
lt82,"München, Bayerische Staatsbibliothek, Clm 2990",1460,Benediktiner,"München, Bayerische Staatsbibliothek","Sammelhandschrift; Gebete, Psalter, Kurztexte",1468,"Reichenbach, Benediktiner","56v: I, 19e",,–,http://daten.digitale-sammlungen.de/~db/bsb00008252/images/index.html?fip=193.174.98.30&seite=64&pdfseitex=,–,"vgl. Ziegers Eintrag: Hs. bei Bischoff erwähnt, da in 
imitierender Minuskel des 12. Jh. verfasst; von 
Bischoff aber MM zugeschrieben ",,,12.34990,49.18290
lt83,"München, Bayerische Staatsbibliothek, Clm 7660",1455,Unbekannt,"München, Bayerische Staatsbibliothek",Sammelhandschrift; u.a. Birgitta-Exzerpte,1455,–,122r-146r,,–,http://daten.digitale-sammlungen.de/~db/bsb00008267/images/index.html?fip=193.174.98.30&seite=187&pdfseitex=,–,"laut Zieger andere Kapitelfolge; entspricht Clm 
19827; vgl. auch Salzburg Cod. b.V.18",,200.00,11.15360,48.28970
lt84,"München, Bayerische Staatsbibliothek, Clm 8441",1405,Unbekannt,"München, Bayerische Staatsbibliothek",‚komplett‘; MH als Haupttext,15. Jh.,–,‚komplett‘ (I-VI),,–,http://daten.digitale-sammlungen.de/~db/bsb00008215/images/index.html?fip=193.174.98.30&seite=32&pdfseitex=,–,–,,150.00,11.35130,48.42110
lt85,"München, Bayerische Staatsbibliothek, Clm 16511",1420,Unbekannt,"München, Bayerische Staatsbibliothek",Sammelhandschrift; theol. Schriften und Traktate,1428,–,I-V (?),,–,http://daten.digitale-sammlungen.de/~db/bsb00008254/images/index.html?fip=193.174.98.30&seite=81&pdfseitex=,–,laut Zieger stark gekürzt,,200.00,10.67020,48.34810
lt86,"München, Bayerische Staatsbibliothek, Clm 18620",1405,Benediktiner,"München, Bayerische Staatsbibliothek","Sammelhandschrift, als Haupttext Dorothea 
von Preußen",15. Jh.,"Tegernsee, Benediktiner","167r-205v (nicht r wie bei Zieger vermerkt): II, 43; 
V, 22, 23, 24; I, 18 (ohne b), 19c, e, 20, 25b, 26b, 
c, 29, 30, 31a, b, 32, 34b, c, 35, 37, 41, 42, 43, 44, 
46, 47; II 2, 12, 13, 14, 15, 17, 18, 20, 22, 29a, 32, 
33, 36, 37, 41; III, 4, 5, 6a, b, 7, 8, 9a, b, 10, 11, 
12, 13, 14, 16, 17, 18, 20, 23a, 24, 25, 26, 27, 29, 
31, 32, 33, 35, 36, 38, 39, 44, 46; IV, 5, 7, 9, 15, 16, 
22, 23, 24, 25, 26, 29, 30, 32a, 37, 38, 50, 56, 58, 
59; V, 6, 15, 18, 28, 29
",,–,http://daten.digitale-sammlungen.de/~db/bsb00008254/images/index.html?fip=193.174.98.30&seite=199&pdfseitex=,–,"Einleitung ähnlich wie Clm 7660, aber laut Zieger 
andere Kapitelfolge; Schreibernennung „Oswaldus 
Nott“; laut Bromberg viele Stücke in Gebetsform; 
bei Zieger mit genauer Auflistung; vgl. zum 
ähnlichen Anfang auch Cod. b.V.18",,,11.75700,47.70690
lt87,"München, Bayerische Staatsbibliothek, Clm 19827",1405,Benediktiner,"München, Bayerische Staatsbibliothek","Sammelhandschrift; Wolfgang Kydrer, Benediktsregel, 
Heiligenviten",15. Jh.,"Tegernsee, Benediktiner",313r-373r; größeres Exzerpt,,–,http://daten.digitale-sammlungen.de/~db/bsb00008254/images/index.html?fip=193.174.98.30&seite=285&pdfseitex=,–,entspricht laut Zieger genau Clm 7660,,,11.75700,47.70690
lt88,"München, Bayerische Staatsbibliothek, Clm 28253",1515,Benediktiner,"München, Bayerische Staatsbibliothek","Sammelhandschrift, Visionen",1519,–,"1r-55v (Ausschnitte von I-V), 2 Zusatzkapitel",,–,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0049_b234_jpg.htm,–,–,,,,
lt89,"München, Universitätsbibliothek, 8° Cod. ms. 192",1405,Unbekannt,"München, Universitätsbibliothek",Orationale,Ende 15. Jh.,Frauenkloster Süddeutschland,"32r–34r: V, 19",,–,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0091_b133_jpg.htm,–,–,,100.00,10.40640,48.94430
lt90,"München, Universitätsbibliothek, 8° Cod. ms. 212",1490,Unbekannt,"München, Universitätsbibliothek",Horarium et orationale,4. Viertel 15. Jh.,Oberitalien (?),"127r–128v: V, 19",,–,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0091_b140_jpg.htm,–,–,,170.00,10.48550,45.20540
lt91,"Münster, Universitätsbibliothek, Hs. 103 (verbrannt)",1405,Benediktiner,"Münster, Universitäts- und Landesbibliothek",MH als Einzeltext (?),15 Jh.,"Liesborn, Benediktiner",Ausschnitte von I-V,,–,https://archive.org/stream/chirographorvmi00unkngoog#page/n45/mode/2up,–,"im 2. Wk verbrannt
MH als Zisterzienserin",,,8.25940,51.71260
lt92,"Namur, Musée Provincial des Arts anciens du 
Namurois, Fonds de la ville 103",1405,Sonstiges,"Namur, Musée Provincial des Arts anciens du 
Namurois","Sammelhandschrift, Theol. Texte und Servatius-Legende",15. Jh.,"Wenau, Prämonstratenser",108ra-139v,,–,"Catalogue des manuscrits conservés à Namur, S. 184f.",–,–,,,6.33690,50.78980
lt93,"Namur, Musée Provincial des Arts anciens du 
Namurois, Fonds de la ville 160",1480,Zisterzienser,"Namur, Musée Provincial des Arts anciens du 
Namurois",Theol. Sammelhandschrift; auch Viten (Liutgard),1480,"Jardinet, Zisterzienser",114r-125r: Exzerpte,,–,"Catalogue des manuscrits conservés à Namur, S. 229-234",–,"laut Zieger entspricht der Auszug genau 
Köln, Hist. Archiv, Best. 7004 (GB 4°) 253",,0.30,4.43460,50.25350
lt94,"Osnabrück, Gymnasium Carolinum, Hs. 24",1505,Unbekannt,"Osnabrück, Gymnasium Carolinum","MH, David von Augsburg, Bonaventura",Anfang 16. Jh,–,2r–126v: I-V,,–,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0443_a115_jpg.htm,–,,,150.00,8.73660,52.29090
lt95,"Oxford, Trinity College, Ms. 32",1305,Unbekannt,"Oxford, Bodleian Library","Sammelhandschrift; MH als Einzeltext mit 
einem Druck (Ludolf von Sachsen: 
Evangelienharmonie) zusammengebunden",14. Jh.,–,62r-126r,,–,–,–,–,,150.00,-0.76660,51.77050
lt96,"Paris, Bibliothèque Nationale, Ms. lat 3631",1405,Unbekannt,"Paris, Bibliothèque Nationale",Sammelhandschrift (?),15. Jh.,–,1ra-74vb (I-V?),,–,–,–,"mit Inhaltsverzeichnis; 
bei Zieger als ""MS. 3621"" bezeichnet",,250.00,3.24340,48.64300
lt97,"Paris, Bibliothèque Nationale, Ms. lat 3632",1405,Unbekannt,"Paris, Bibliothèque Nationale",Sammelhandschrift (?),15. Jh.,–,2r-117r (I-V?),,–,–,–,–,,250.00,2.38650,48.19820
lt98,"Salzburg, St. Peter, Cod. b.V.18",1470,Benediktiner,"Salzburg, Stiftsbibliothek St. Peter","Sammelhandschrift, Konstitutionen, Lehrtexte",15. Jh. (1470),"St. Peter, Salzburg, Benediktiner","183a-225b: II, 43; V, 22, 23, 
danach wie Clm 7660",,–,http://manuscripta.at/m1/hs_detail.php?ID=38583,–,"Text hier MM zugeschrieben; erste 
Kapitel richten sich nach clm 18620, 
danach wie clm 7660 ",,,13.04440,47.79760
lt99,"Salzburg, St. Peter, Cod. b.VII.10",1479,Benediktiner,"Salzburg, Stiftsbibliothek St. Peter","Sammelhandschrift, Gebete, Traktate, 
E. von Admont",15. Jh. (1470)  ,"St. Peter, Salzburg, Benediktiner","106b-153b: III, 23, 17, 31, 14, 27; IV, 29; I, 19c, 1a, 5b,
 7, 8, 11, 18c , d, 22a, 23, 43, 46, 47,45; III, 33; II, 2, 36,
 37, 41; III, 2, 4, 17, 18, 23; IV, 23, 26, 23, 52, 38, 24, 
37, 33, 56; I, 37; V, 6, 28, 19; I, 11, 13, 16, 18e, 20b, 
32, 18c, 31, 31b; II, 32 ;III, 7; II, 18; III, 8, 9b, 10, 11, 
13, 18, 19, 26, 29, 30, 32, 38, 39, 44, 45; IV, 15, 7, 9, 
15, 16, 18, 54; V, 15; IV, 30; III, 35; IV, 58; II, 22, 17; 
I, 16b, 18a, c",,–,http://manuscripta.at/m1/hs_detail.php?ID=38670,–,"Text hier MM zugeschrieben; als Exzerpte 
gekennzeichnet; am Ende Mechthild 
zugeschriebenes Textstück;
Schreiber f. 182: ""frater benedictus Trauschendorfer""",,,13.04440,47.79760
lt100a,"St. Gallen, Stiftsbibliothek, Cod. 583",1370,Sonstiges,"Sankt Gallen, Stiftsbibliothek",‚komplett‘,2./3. Viertel 14. Jh. ,"erst Minoriten, dann Dominikanerinnen","I, 1-V, 32 (variierend)",,–,https://www.e-codices.unifr.ch/en/description/csg/0583/Scarpatetti,https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0583,"früher Tauler zugeschrieben; zur Datierung vgl. Märker (2019), S. 137f., Anm. 32 ",,50.00,9.39440,47.45100
lt100b,"St. Gallen, Stiftsbibliothek, Cod. 583",1405,Dominikaner,"Sankt Gallen, Stiftsbibliothek",‚komplett‘,15. Jh.,"erst Minoriten, dann Dominikanerinnen","I, 1-V, 32 (variierend)",,–,https://www.e-codices.unifr.ch/en/description/csg/0583/Scarpatetti,https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0583,"früher Tauler zugeschrieben; zur Datierung vgl. Märker (2019), S. 137f., Anm. 32 ",,,9.37710,47.42710
lt101,"Straßburg, National- und Universitätsbibliothek, Ms. 2675 (früher L germ. 594.gr.8°)",1405,Unbekannt,"Strasbourg, Bibliothèque Nationale et Universitaire",Dt.-lat. Gebetbuch,15. Jh.,mittelfränkischer Sprachraum,"159r-160v: I, 47 
260r-263r: I, 19e",,http://handschriftencensus.de/3594,"https://archive.org/stream/HandschriftenDerUlbStrassburg/DieHandschriftenDerUlbStrassburg#page/n49/mode/2up
https://archive.org/stream/cataloguegnr47fran#page/542/mode/2up","http://gallica.bnf.fr/ark:/12148/btv1b102246389
(Ausschnitte)",–,,150.00,8.65240,50.06760
lt102,"Toledo, Kathedralbibliothek, Cod. 21-3.",1505,Unbekannt,"Toledo, Biblioteca Capitulares (Kathedralbibliothek)",?,16. Jh. (?),–,komplett' (I-V?),,–,https://archive.org/details/HMMLSpainChecklist/page/n193,–,–,,250.00,-3.50350,39.75480
lt103,"Trier, Stadtbibliothek, Hs. 504/810 8°",1505,Augustiner,"Trier, Stadtbibliothek","Gebetbuch, darunter auch Birgitta",Anf. 16 Jh. ,"verm. Eberhardsklausen, Trier, 
Augustinerchorherrenstift",37r,,–,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0730_b098_jpg.htm,–,nd. Schreibsprache,,,6.88340,49.90560
lt104,"Trier, Stadtbibliothek, Hs. 631/1562 4°",1475,Benediktiner,"Trier, Stadtbibliothek","Sammelhandschrift, Predigten, theol. Traktate",3. Drittel 15. Jh.,"St. Maria ad martyres, Trier, 
Benediktiner",131r-220v (I-V?),,–,http://www.manuscripta-mediaevalia.de/?xdbdtdn!%22hsk%200731%22&dmode=doc#|4,–,–,,,6.64760,49.76900
lt105,"Trier, Stadtbibliothek, Hs. 688/250 8°",1405,Benediktiner,"Trier, Stadtbibliothek","Sammelhandschrift; Gebete, Traktate",15. Jh.,"St. Matthias, Trier, Benediktiner","14r-21v: bricht bei I, 30 ab",,–,http://www.stmatthias.uni-trier.de/?l=n&s=suche&k_id=338,http://dfg-viewer.de/show/?set[mets]=http%3A%2F%2Fzimks68.uni-trier.de%2Fstmatthias%2FT0688%2FT0688-digitalisat.xml,"bricht am Ende ab; laut Zieger bis I, 30 
unter Beibehaltung der Reihenfolge",,,6.63200,49.73820
lt106,"Trier, Stadtbibliothek, Hs. 695/257 8°",1460,Benediktiner,"Trier, Stadtbibliothek",MH als Einzeltext,1463,"St. Maximin, Trier, Benediktiner",3r-204r: (I-V?),,–,http://www.manuscripta-mediaevalia.de/?xdbdtdn!%22hsk%200732%22&dmode=doc#|4,–,–,,,6.65070,49.76010
lt107,"Trier, Stadtbibliothek, Hs. 708/898 4°",1405,Klarissen,"Trier, Stadtbibliothek","Sammelhandschrift, u.a. theol. Texte und Seuse",15. Jh.,Klarissenkloster Trier,34r-101v: (I-V?),,–,http://www.manuscripta-mediaevalia.de/?xdbdtdn!%22hsk%200732%22&dmode=doc#|4,–,–,,,6.63650,49.75840
lt108,"Trier, Stadtbibliothek, Hs. 751/299 4°",1405,Kartäuser,"Trier, Stadtbibliothek","Sammelhandschrift, Kartäuser Dominik",15. Jh.,"Kartause St. Alban, Trier",1r-68r: (I-V?),,–,http://www.manuscripta-mediaevalia.de/?xdbdtdn!%22hsk%200732%22&dmode=doc#|4,–,–,,0.50,6.64530,49.73790
lt109,"Trier, Stadtbibliothek, Hs. 758/305 8°",1470,Benediktiner,"Trier, Stadtbibliothek",Sammelhs; neben MH noch der Text ‚Donatus spiritualis‘,1478,"St. Matthias, Trier, Benediktiner",1r-164v: (I-V?),,–,http://www.manuscripta-mediaevalia.de/?xdbdtdn!%22hsk%200732%22&dmode=doc#|4,http://dfg-viewer.de/show/?set[mets]=http%3A%2F%2Fzimks68.uni-trier.de%2Fstmatthias%2FT0758%2FT0758-digitalisat.xml,–,,,6.63200,49.73820
lt110,"Trier, Stadtbibliothek, Hs. 776/1354 8°",1470,Augustiner,"Trier, Stadtbibliothek",Sammelhs.; neben MH Traktat Michaels von Massa,3. Drittel 15. Jh.,"Eberhardsklausen, Trier, 
Augustinerchorherrenstift",1r-107v: (I-V?),,–,http://www.manuscripta-mediaevalia.de/?xdbdtdn!%22obj%2033020891%22&dmode=doc#|4,–,–,,,6.88340,49.90560
