id,signature,year (map),order,library,category (desc),date (desc),location (desc),extract (desc),description,hsc,catalog,digital copy,additional info,origin,radius,long,lat
od42,"Karlsruhe, Badische Landesbibliothek, Cod. Wonnenthal 16",1500,Zisterzienser,"Karlsruhe, Badische Landesbibliothek",Gebetbuch,"Ende 15. und Anfang 16. Jh. Wonnental, Zisterzienserinnen (?)",,"221v-224r: I, 47","Gleiche Gebetsfassung:
Karlsruhe, BLB, Cod. Wonnenthal 15, 134v-136v ",http://www.handschriftencensus.de/7689,"http://digital.blb-karlsruhe.de/blbihd/content/pageview/94118
http://www.eckhart.de/Textzeugen/karlsruhe.htm#Ka6",–,,,,7.76880,48.18530
od43,"Köln, Kolumba – Kunstmuseum des Erzbistums Köln, Hs. König Nr. 26 (zuvor: Privatbesitz Renate König, Nr. 26; zuvor Sigmaringen, 
Fürstliche Hohenzollersche Hofbibliothek, Cod. 55)",1500,Unbekannt,"Köln, Kolumba Kunstmuseum",Gebetbuch,um 1500,oberdeutsches Frauenkloster (?),"80v: V, 19",,http://www.handschriftencensus.de/8555,–,–,,,100.00,9.99000,48.75130
od44,"München, Bayerische Staatsbibliothek, Cgm 856",1550,Dominikaner,"München, Bayerische Staatsbibliothek",Gebetbuch,16. Jh.,"St. Margareta und St. Agnes, Straßburg, Dominikanerinnen","<p>33r: I, 29 (verkürzter 1. und 2. Absatz)</p> <p>47v-48v: I, 5a</p> <p>179v-181r: I, 7 (abweichendes Ende)</p> <p>271v-277v: unbekanntes Textstück; I, 19d (letzter Abschnitt) und e</p> <p>auf 5r, 6r, 45v, 55r, 202v, 268r und 271v außerdem Textstücke, die Mechthild zugeschrieben werden, jedoch nicht aus dem Liber stammen</p>",,http://www.handschriftencensus.de/10261,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0046_a651_jpg.htm,http://daten.digitale-sammlungen.de/0008/bsb00082376/images/index.html?fip=193.174.98.30&id=00082376&seite=1,,,,7.76130,48.56570
od45,"München, Bayerische Staatsbibliothek, Cgm 860",1512,Benediktiner,"München, Bayerische Staatsbibliothek",Gebetbuch,1. Viertel 16. Jh.,"Nonnberg, Salzburg, Benediktinerinnen","26v–29r: III, 17 (1. Abschnitt); I, 5b (Teil)","
1. Textbestandteil bei Schneider versehentlich 
als ""VIII, 17"" gekennzeichnet"" Parallelüberlieferung von I, 5b:
Beuron, Bibliothek der Erzabtei, 8° Ms. 43, 283v-284r
Köln, Archiv der Stadt, Best. 7008 (GB 8°) 6, 232v-234r
Darmstadt, UB/LB, Hs. 193, 103r ",http://www.handschriftencensus.de/10265,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0046_a685_jpg.htm,–,,,,13.05070,47.79630
od46,"München, Bayerische Staatsbibliothek, Cgm 7075",1480,Zisterzienser,"München, Bayerische Staatsbibliothek",Gebet- und Andachtsbuch,Ende 15. Jh.,"Heggbach, Zisterzienserinnen","306v-307r: III, 5 (?)","Laut Zieger III, 5 – Identifikation zweifelhaft ",http://www.handschriftencensus.de/20103,http://daten.digitale-sammlungen.de/~db/0002/bsb00026274/images/index.html?fip=193.174.98.30&seite=379&pdfseitex=,–,,,,9.89650,48.15110
od47,"München, Universitätsbibliothek, 8° Cod. ms. 258",1550,Franziskaner,"München, Universitätsbibliothek",Gebetbuch,Mitte 16. Jh.,"Gnadenthal, Ingolstadt, Franziskanerinnen","15v-18r: I, 43",,http://www.handschriftencensus.de/10829,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0051_b248_jpg.htm,–,,,,11.42310,48.76590
od48,"München, Universitätsbibliothek, 8° Cod. ms. 278",1507,Unbekannt,"München, Universitätsbibliothek",Sammelhandschrift mit mystisch-aszetischen Texten und Gebeten,1507,Evtl. Landshut (Franziskanerinnenkloster Heiligkreuz?),"152r-160v: IV, 21, 23, 7; III, 32, 33, 48, 47, 23a, 24",,http://www.handschriftencensus.de/10840,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0051_b291_jpg.htm,–,,,,12.15900,48.53670
od49,"New Haven (Conn.) Yale University, Beinecke Rare Book 
and Manuycript Library, MS 968",1456,Dominikaner,"New Haven (Conn.), Beinecke Rare Book Library",Sammelhandschrift,1456 (1. Teil) /1466 (2. und 3. Teil),"St. Katharina, Nürnberg, Dominikanerinnen","5r-v: I, 47","Im St. Katharina-Katalog als I, 10 bezeichnet. ",http://www.handschriftencensus.de/21580,"http://db-st-katharina.vmguest.uni-jena.de/database/sig/detail/7071
http://www.manuscripta-mediaevalia.de/?xdbdtdn!%22obj%2031315589%22&dmode=doc#|4",https://brbl-dl.library.yale.edu/vufind/Record/3974520,,,,11.08200,49.45200
od50,"Nürnberg, Germanisches Nationalmuseum, Cod. 1733",1490,Benediktiner,"Nürnberg, Germanisches Nationalmuseum",Gebetbuch,1490/95 (MH-Teil),"wsl. Frauenalb, Benediktinerinnen","144r-152r: II, 2 (ab 3. Absatz), 17 (3. Absatz); III, 3; IV, 56 153r der gleiche Textbeginn, jedoch durchgestrichen","Das Gebet in IV, 56 wird zuerst auf Deutsch, dann auf Latein präsentiert ",http://www.handschriftencensus.de/21095,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0058_b012_jpg.htm,http://dlib.gnm.de/item/Hs1733/html,,,,8.44110,48.83430
od51,"Nürnberg, Stadtbibliothek, Cod. Cent. VI, 43l",1446,Dominikaner,"Nürnberg, Stadtbibliothek","Sammelhandschrift, darin u.a. Eckhart- und Taulerpredigten",1446,"St. Katharina, Nürnberg, Dominikanerinnen","263v-279r: I, 11 (4. Absatz), 23 (2. Absatz); IV, 59a (ohne ersten Absatz) und b; I, 18c (Absatz 2-4), 34c und b; V, 21, 27; II, 18 (2. Absatz); I,10 (2. Absatz); I, 3"" I, 11 wird vom Schreiber als I, 16 angekündigt, IV, 59a als IV, 5, I, 34c als I, 55 (Explicit: 50), V, 21 als V, 20, V, 27 als Kapitel aus Buch VI, I, 3 als I, 4",,http://www.handschriftencensus.de/10909,"http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0063_b107_jpg.htm
http://pik.ku-eichstaett.de/1162/",–,,,,11.08200,49.45200
od52,"Nürnberg, Stadtbibliothek, Cod. Cent. VII, 51",1475,Dominikaner,"Nürnberg, Stadtbibliothek",Gebetbuch (dt.- lat.),2. Hälfte 15. Jh.,"St. Katharina, Nürnberg, Dominikanerinnen","2r-5r: I, 47 (doppelt, aber in unterschiedlicher Form)",,http://www.handschriftencensus.de/10959,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0063_b356_jpg.htm,–,,,,11.08200,49.45200
od53,"Prag, Nationalbibliothek, Frag. germ. 42b
(verschollen)",1750,Sonstiges,"Prag, Národní knihovna České republiky",Einzelblatt,18. Jh.,"Cheb (Eger), Klarissen","I, 43","Bei Zieger (1974), S. 69 aufgeführt. Eine Überprüfung im Handschriftencensus 
ergab jedoch keine Übereinstimmung, wobei hier jedoch durch den 
Signaturenwechsel der Prager Bibliothek Identifikationsschwierigkeiten 
bestehen. Eine Konsultation von Marek, Jindřich/Modráková, Renáta: 
Zlomky rukopisů v Národní knihovnĕ České republiky, Prag 2006, ergab 
ebenfalls keinen Treffer.
Bei Zieger gibt es zweimal Nr. 22. ",–,–,–,,,,12.36390,50.19900
od54,"Sankt Gallen, Stiftsbibliothek, Cod. 506",1525,Sonstiges,"Sankt Gallen, Stiftsbibliothek",Andachtsbuch,1. Hälfte 16. Jh.,"wohl zuerst Privatbesitz, dann St. Georgen, St. Gallen, Benediktinerinnen","1v: III, 18 (Gertrud zugeschrieben)  (ohne 
Mittelabschnitt)
27v-42r: I, 1a (Teil), 2, 5b (Teil), c, d,  11 (Teil), 
7, 12, 16a, 18d, 19b, c (Teil), d, e, f, 20a (Teil), 
21, 22c, 23 (Teil), 24b, c, 26a (letzter Absatz), 
b (Mittelteil), c; II, 2 (Teil), 9, 18, 20 (Teil), 35 
(Teil), 36; III, 3, 8 (letzter Absatz), 10, 16 (Teil), 
17, 19, 23a, 24, 27, 29, 34, 44, 45; IV, 9, 56",Manche MH-Kapitel Gertrud zugeschrieben ,http://www.handschriftencensus.de/5684,"Scarpatetti, Beat Matthias von unter Mitarbeit von Philipp Lenz, Die Handschriften der Stiftsbibliothek St. Gallen, Bd. 2: Abt. III/2, 
Codices 450-546. Liturgica, Libri precum, deutsche Gebetbücher, Spiritualia, Musikhandschriften, 9.-16. Jahrhundert, Wiesbaden 2008, 
S. 222-225.",–,,,,9.38260,47.41610
od55,"Sankt Gallen, Stiftsbibliothek, Cod. 591",1475,Sonstiges,"Sankt Gallen, Stiftsbibliothek","Legenden und Visionsschriften, v.a. der hl. Ursula gewidmet",2. Hälfte 15. Jh.,"St. Dorothea, Freiburg, Klarissen","S. 295-302 IV, 56 (ohne letzten Abschnitt); I, 18d; V, 6 (1. Absatz); unbekanntes Textstück""",Bei Zieger gibt es zweimal Nr. 22. ,http://www.handschriftencensus.de/13383,"Scarpatetti, Beat Matthias von: Die Handschriften der Stiftsbibliothek St. Gallen, Bd. 1: Abt. IV, 
Codices 547-669. Hagiographica, Historica, Geographica, 8.-18. Jahrhundert, Wiesbaden 2003, S. 129-131.",–,,,,7.84950,47.99770
od56,"Sankt Gallen, Stiftsbibliothek, Cod. 603",1493,Dominikaner,"Sankt Gallen, Stiftsbibliothek","Sammlung von Visionsschriften und Schwesternbüchern (z.B. Töss), Legenden",1493,"St. Katharina, St. Gallen, Dominikanerinnen","S. 441b-443b IV, 29; III, 18 (Gertrud 
zugeschrieben) (ohne Mittelabschnitt)",Textabschnitt Gertrud zugeschrieben ,http://www.handschriftencensus.de/13388,"Scarpatetti, Beat Matthias von: Die Handschriften der Stiftsbibliothek St. Gallen, Bd. 1: Abt. IV, 
Codices 547-669. Hagiographica, Historica, Geographica, 8.-18. Jahrhundert, Wiesbaden 2003, S. 162-166.
Vgl. auch Mengis, SImone: Schreibende Frauen um 1500. Scriptorium und Bibliothek des 
Dominikanerinnenklosters St. Katharina St. Gallen (Scrinium Friburgense 28), Berlin/Boston 2013, S. 333-337 (Nr. 47).",http://www.e-codices.unifr.ch/de/list/one/csg/0603   ,,,,9.37740,47.42720
od57,"Sankt Gallen, Stiftsbibliothek, Cod. 973",1498,Franziskaner,"Sankt Gallen, Stiftsbibliothek",Sammelhandschrift mit Visions- und Unterweisungsschriften,1498,"Wonnenstein bei St. Gallen, Franziskanerinnen","S. 480-484: IV, 9; unbekanntes Textstück; 
I, 32 (ohne letzten Absatz)",,http://www.handschriftencensus.de/5716,"Scarpatetti, Beat Matthias von:  Katalog der datierten Handschriften in der Schweiz in lateinischer Schrift 
vom Anfang des Mittelalters bis 1550, Bd. 3: Die Handschriften der Bibliotheken St. Gallen - Zürich, 
Text- und Abbildungsband, Dietikon-Zürich 1991, Textbd. S. 83 (Nr. 231).
",http://www.e-codices.unifr.ch/en/list/one/csg/0973,,,,9.36340,47.38900
od58,"Solothurn, Zentralbibliothek, Cod. S 458",1507,Dominikaner,"Solothurn, Zentralbibliothek",Gebet- und Andachtsbuch,1507,"St. Michael (Inselkloster), Bern, Dominikanerinnen","46r-49r: I, 5a, c (ohne 3. Absatz) und d 
(ab 3. Absatz) 
70r-v: I, 8 (letzter Absatz)
91v-94r: I, 13 (1. und 2. Absatz)
99r-100v: I, 14","
um 1600 Privatbesitz Hans Gugger (Solothurn)",http://www.handschriftencensus.de/22465,http://aleph.unibas.ch/F/?local_base=DSV05&con_lng=GER&func=find-b&find_code=SYS&request=000181224,http://www.e-codices.unifr.ch/de/searchresult/list/one/zbs/S-0458,,,,7.42550,46.94760
od59,"Stuttgart, Württembergische Landesbibliothek, 
Cod. theol et phil. 2° 284",1487,Unbekannt,"Stuttgart, Württembergische Landesbibliothek",MH als Einzeltext,1487,,"2ra-175vb: Bücher I-V, jedoch gekürzt","Nennung der Schreiberin auf Bl. 1r: swester fydes bayerin 
(ebenso in St. Gallen, Stiftsbibl., Cod. 499 vom Jahr 1509)  ",http://www.handschriftencensus.de/20359,–,–,,,150.00,9.46570,48.58880
od60,"Zürich, Zentralbibliothek, Ms. C 96",1400,Unbekannt,"Zürich, Zentralbibliothek","Sammelhandschrift mystischen Schrifttums, u.a. Seuse und Sendbriefe",14./15. Jh.,,"81r: I, 47 (stark gekürzt)",,http://www.handschriftencensus.de/4016,"https://www.zb.uzh.ch/storage/app/media/sammlungen/spezialsammlungen/handschriften/Mohlberg_vollständig_kontrolliert_2018.pdf, 
S. 50f. (Nr. 125)",–,,,150.00,8.63210,48.47430
od61,"Zürich, Zentralbibliothek, Ms. C 162",1475,Dominikaner,"Zürich, Zentralbibliothek",Andachtsbuch,2. Hälfte 15. Jh.,"Evtl. St. Katharina, St. Gallen, Dominikanerinnen","274r-275v: IV, 29; III, 18 (Gertrud zugeschrieben) (ohne Mittelabschnitt)"" Gertrud zugeschrieben","
Aufgrund von Abhängigkeit der Hss. kann auf die Provenienz geschlossen werden  ",http://www.handschriftencensus.de/11354,"https://www.zb.uzh.ch/storage/app/media/sammlungen/spezialsammlungen/handschriften/Mohlberg_vollständig_kontrolliert_2018.pdf, 
S. 72f., 365 (Nr. 188)",–,,,,9.37740,47.42720
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
